record_id,paper_id,doi,route,original_status,original_scope_bucket,candidate_reason,priority_score,priority_bucket,review_focus,adjudication
record_41ba93838fed,paper_84dcffdf1d76,10.1371/journal.pone.0156931,mixed,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.75, 'rationale': 'The study presents an ambiguous concentration of ibuprofen (131 μM), which does not conform to the required 5% w/w specification for strict inclusion. While it meets several other criteria for IVPT studies, the concentration and its basis present conflicts for verification.'}"
record_0d160966f108,paper_eabb128fb839,10.1186/2050-6511-13-5,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The candidate record cannot be verified due to ambiguous concentration reporting. The concentration is given as 80 mg/ml but the proper context for 5% w/w is lacking and confusing since 5% w/w does not directly convert to mg/ml without knowing the density of the solution. Despite having relevant information on ivpt/ivrt, the ambiguity regarding the concentration disqualifies it from being promoted to strict verified.'}"
record_d16c057fc54f,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The API concentration is reported as 5% w/v rather than 5% w/w, creating ambiguity regarding concentration standardization for the analysis. The record meets most other criteria but has an unresolved issue related to concentration type.'}"
record_453da10d1ec5,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The concentration of ibuprofen presented as 5% is specified as w/v (weight/volume), which conflicts with the scope of 5% w/w (weight/weight) required for strict verification. Although the study includes relevant aspects of the Franz diffusion cell and endpoint measurements, this ambiguity prevents it from promoting to verified status.'}"
record_3ec6644ba612,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record includes ambiguous API concentration (stated as 5% w/v) which conflicts with the required strict scope of 5% w/w. This inconsistency keeps the record unresolved rather than promoting it to verified status.'}"
record_6ef7cb7d4ade,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.85, 'rationale': 'The record indicates an ambiguous API concentration due to differing units (5% w/v vs 5% w/w), leading to uncertainty in interpreting the concentration information. Despite some relevant evidence regarding the use of a Franz diffusion cell and proper endpoints, the conflicting concentration specifications prevent promotion to verified status.'}"
record_3672e05a60e6,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record indicates an ambiguous API concentration as it is noted as 5% w/v instead of the required 5% w/w. The structure mentions issues with API concentration leading to unresolved status. Although other parameters such as endpoint type, endpoint values, and Franz cell use are acceptable, the concentration ambiguity is significant enough to keep the record unresolved.'}"
record_7f1a8e76ddde,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record has an ambiguous API concentration indicated as 5% (w/v) but the preferred unit for the study and the review is % w/w. This discrepancy leads to a lack of clarity on the actual concentration used in the study, resulting in uncertainty regarding its alignment with the strict scope for evaluation.'}"
record_dc0536190cb0,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': ""The record contains an ambiguous API concentration reported as 5% w/v, which does not align with the required concentration format of 5% w/w for strict adherence to protocol. This ambiguity impacts the verification of the study as it raises questions regarding the reliability of the concentration discussed in relation to the drug's permeation properties. The record can remain unresolved due to this lack of clarity while still being valuable for further analysis.""}"
record_94fdeacead82,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record contains an ambiguous API concentration indicated as 5% w/v instead of the required concentration format of 5% w/w. This discrepancy impacts the verification of API concentration and adheres against current defined rigor. Other required elements for a strict verification are present; however, due to the conflict surrounding the concentration basis, it should remain unresolved.'}"
record_a8b14ec9c84e,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.85, 'rationale': 'The record is useful as it provides insights into ibuprofen formulation using Franz diffusion cells, yet the API concentration is reported as 5% w/v instead of the required 5% w/w. The concentration basis is ambiguous, making it non-compliant with the strict scope requirements.'}"
record_59963ee27e78,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.85, 'rationale': 'The record indicates an ambiguous concentration basis (5% w/v vs w/w) for ibuprofen, which conflicts with the strict requirement for 5% w/w concentration. While the study successfully employs the Franz diffusion cell and reports relevant endpoint data, the concentration ambiguity prevents it from being verified. The remaining evidence is scientifically relevant for future evaluation.'}"
record_eb5e98f7f8bb,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.8, 'rationale': ""The record has an ambiguous API concentration stated as 5% w/v instead of the required 5% w/w. Although it provides valuable insights regarding ibuprofen's permeability, the ambiguity surrounding the concentration prevents it from being verified.""}"
record_764e4aa71249,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record indicates an ambiguous concentration basis (5% w/v) which conflicts with the strict scope requiring precise concentration in % w/w. Although it contains valid information regarding the Franz diffusion cell method and the endpoint data appears relevant, the conflicting concentration unit prevents this from being promoted to verified status.'}"
record_83a3f9b0e06e,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': ""The record presents ambiguous API concentration as it states '5% (w/v)' but should be '5% (w/w)' to fit the strict criteria. While it meets other aspects of the strict scope, the uncertainty regarding the concentration unit prevents verification.""}"
record_bbc291658e05,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record reports ibuprofen concentration as 5% w/v, which is not within the required 5% w/w concentration scope. Although the record contains relevant data on the Franz diffusion cell methodology and endpoint analysis, the ambiguous API concentration prevents verification under strict criteria. Thus, it is classified as out of scope.'}"
record_9424b5553135,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.8, 'rationale': 'The record presents ibuprofen as the active pharmaceutical ingredient (API) with concentration reported as 5% w/v, conflicting with the strict 5% w/w requirement, leading to ambiguous concentration classification. Concentration basis being w/v does not conform with the strict scope, which necessitates resolution of this ambiguity before verification.'}"
record_c83676244c03,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record presents an ambiguous API concentration (5.0% w/v), which does not align with the strict required concentration of 5% w/w. Although the study involves a Franz diffusion cell and provides relevant endpoints, the concentration issue leads to unresolved status rather than verified.'}"
record_cff9534403d5,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record identifies an ambiguity in the API concentration unit (5% w/v rather than the specified 5% w/w), which needs clarification. This ambiguity affects the interpretation of results and potential reproducibility, making it difficult to consider this record as verified. The record remains scientifically useful but unresolved due to the conflicting concentration measurement.'}"
record_d9fc1e579464,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': ""The API concentration is listed as 5.0% w/v, which does not align with the required 5% w/w concentration for strict scope. Therefore, while the evidence is relevant to the study of ibuprofen's permeability, it does not meet the specific concentration criteria necessary to be considered strictly verified.""}"
record_8451385f5434,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record contains an ambiguous concentration reporting (5% w/v vs 5% w/w), which does not clarify the actual concentration used, thus failing to meet the strict criteria. While other parameters are acceptable, the unresolved concern about the API concentration validity prevents verification.'}"
record_771853ae9097,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The api concentration is reported as 5% w/v, which is not directly aligned with the required 5% w/w concentration. This ambiguity regarding concentration makes the status unresolved. However, all other parameters meet the strict criteria.'}"
record_1bf5e1e73737,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': ""The api_concentration_value is reported as 5.0% w/v, which conflicts with the requirements for 5% w/w. This inconsistency raises uncertainties about the concentration and its implications for the study's findings. Additionally, the candidate record remains unresolved due to ambiguous api concentration; keeping it unresolved allows for further evaluation or clarification.""}"
record_f014c92e4f9a,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The API concentration is indicated as 5% w/v, but the concentration basis specified is also w/v, creating ambiguity in how this relates to the strict 5% w/w requirement. Consequently, without a clear definition or support for how the concentration is utilized in this context, I recommend keeping the record as unresolved.'}"
record_6a484a2ea1ad,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': ""The candidate is scientifically relevant and includes core elements such as ibuprofen, Franz diffusion cell, amount endpoint, and appropriate endpoint times. However, there's ambiguity in the reported API concentration as it is provided in % w/v rather than the required strict % w/w, leading to unresolved status. This ambiguity prevents it from being promoted to verified.""}"
